condition,model,reranked,query_type,variation_type,query_id,query_path,category,relevant_count,relevant_catalog_item_ids,retrieved_catalog_item_ids,hits_top5,P@1,P@5,P@10,R@1,R@5,R@10,Hit@1,Hit@5,Hit@10,MRR,embedding_latency_ms,search_latency_ms,rerank_latency_ms,total_latency_ms
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q087,data/images/13355.jpg,Footwear,2,"[14912, 14911]","[14289, 26040, 43131, 21250, 16292, 12140, 27978, 34725, 16821, 1549]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.3,112.45,3.645,296.39
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q088,data/images/34593.jpg,Apparel,1,[15622],"[16432, 10645, 17853, 37114, 35922, 28048, 38818, 30879, 13589, 23474]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.07,63.0,3.777,313.84
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q089,data/images/7910.jpg,Apparel,2,"[15882, 15883]","[35300, 28522, 28641, 10730, 27349, 16005, 27273, 15177, 6516, 2823]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.08,67.93,4.156,342.17
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q090,data/images/13389.jpg,Apparel,4,"[15992, 15993, 15994, 15995]","[15993, 11507, 32779, 22701, 34930, 16138, 21417, 6256, 6312, 21296]",1,1.0,0.2,0.1,0.25,0.25,0.25,1.0,1.0,1.0,1.0,153.12,54.73,4.285,212.13
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q091,data/images/41976.jpg,Apparel,2,"[16242, 16243]","[16243, 16242, 25513, 10569, 10568, 9339, 18824, 20429, 24312, 33609]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,156.65,53.1,3.946,213.7
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q092,data/images/12519.jpg,Footwear,1,[16357],"[3217, 19493, 12135, 1907, 20533, 9449, 40772, 26421, 1584, 11748]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.49,52.07,3.942,211.5
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q093,data/images/39656.jpg,Footwear,8,"[16514, 16515, 16516, 16517, 16518, 16519, 16520, 16521]","[42356, 5755, 16520, 16521, 41050, 14738, 29992, 7905, 41451, 37670]",2,0.0,0.4,0.2,0.0,0.25,0.25,0.0,1.0,1.0,0.3333,150.78,54.83,3.938,209.54
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q094,data/images/51165.jpg,Accessories,4,"[16868, 16869, 16870, 16871]","[14506, 16869, 14014, 13795, 18600, 19513, 19515, 18602, 18608, 21149]",1,0.0,0.2,0.1,0.0,0.25,0.25,0.0,1.0,1.0,0.5,151.99,51.32,3.91,207.22
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q095,data/images/51843.jpg,Accessories,5,"[16942, 16943, 16944, 16945, 16946]","[16944, 3123, 11598, 16942, 1878, 4147, 16943, 2197, 4143, 2191]",2,1.0,0.4,0.3,0.2,0.4,0.6,1.0,1.0,1.0,1.0,144.89,50.99,3.874,199.76
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q096,data/images/21610.jpg,Apparel,4,"[17040, 17041, 17038, 17039]","[471, 25016, 41365, 34971, 5214, 21499, 41175, 1822, 19745, 27025]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.91,50.23,3.93,221.07
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q097,data/images/40232.jpg,Accessories,4,"[17056, 17057, 17058, 17055]","[16998, 2354, 10885, 10883, 14468, 29874, 10884, 25539, 26147, 16849]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.47,50.32,3.849,203.64
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q098,data/images/30515.jpg,Apparel,1,[17491],"[21896, 22120, 835, 8521, 11074, 20492, 19744, 1749, 22121, 29381]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.99,50.55,3.858,213.4
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q099,data/images/24921.jpg,Apparel,7,"[17554, 17555, 17556, 17557, 17558, 17559, 17560]","[19395, 17555, 2683, 2703, 754, 14723, 18253, 2684, 2888, 2688]",1,0.0,0.2,0.1,0.0,0.1429,0.1429,0.0,1.0,1.0,0.5,180.67,54.13,3.77,238.56
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q100,data/images/23563.jpg,Personal Care,1,[17959],"[21833, 17959, 17841, 21592, 19546, 23761, 11062, 8267, 33317, 35068]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,148.09,56.55,4.091,208.73
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q101,data/images/48074.jpg,Apparel,1,[18596],"[42375, 8457, 35915, 7835, 13192, 11031, 18332, 26800, 30815, 13979]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.71,51.84,3.851,200.4
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q102,data/images/26239.jpg,Apparel,1,[18615],"[22606, 22605, 18615, 35026, 11622, 6870, 31974, 11472, 19874, 32606]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,151.55,52.71,3.727,207.99
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q103,data/images/18536.jpg,Footwear,1,[18619],"[18619, 40723, 30758, 29563, 35632, 1640, 37743, 2977, 31623, 30837]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,145.77,51.71,3.862,201.34
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q104,data/images/49555.jpg,Accessories,6,"[18825, 18826, 18827, 18828, 18829, 18830]","[11649, 14112, 23078, 14114, 3731, 40748, 26540, 23498, 18304, 5032]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.15,53.1,3.918,197.17
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q105,data/images/16002.jpg,Apparel,1,[18914],"[18914, 946, 25838, 12043, 28611, 22096, 43241, 21200, 7518, 18276]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.82,57.07,3.755,200.65
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q106,data/images/22652.jpg,Accessories,1,[18941],"[40319, 32237, 17578, 18941, 17579, 17271, 15519, 31836, 3785, 32495]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,135.39,51.09,3.753,190.23
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q107,data/images/32864.jpg,Accessories,2,"[19235, 19236]","[19003, 38610, 5593, 19474, 9849, 29195, 19236, 37826, 9850, 5595]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1429,139.51,51.2,4.042,194.75
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q108,data/images/48407.jpg,Apparel,1,[19245],"[33913, 33112, 19245, 12209, 25145, 19699, 11149, 37234, 13105, 26842]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,142.56,50.13,3.9,196.59
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q109,data/images/9719.jpg,Footwear,1,[19459],"[22031, 18885, 396, 18579, 37999, 14028, 26206, 15981, 23035, 14441]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.05,50.18,3.609,193.84
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q110,data/images/38931.jpg,Apparel,2,"[19549, 19550]","[19550, 19549, 26033, 26032, 7292, 16114, 22968, 22966, 7291, 7290]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,137.55,55.88,4.123,197.55
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q111,data/images/43321.jpg,Apparel,5,"[19639, 19640, 19641, 19642, 19643]","[32956, 27297, 7652, 3192, 14313, 8275, 16042, 30628, 9798, 21382]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.35,68.16,4.098,329.61
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q112,data/images/48070.jpg,Apparel,1,[19666],"[12295, 3522, 15785, 18573, 7912, 11275, 20129, 29176, 15588, 42660]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.63,49.87,3.822,252.32
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q113,data/images/48248.jpg,Apparel,2,"[19681, 19682]","[43842, 37862, 19471, 24092, 11443, 11442, 31391, 15399, 9419, 41967]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.31,51.03,3.743,210.08
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q114,data/images/18220.jpg,Accessories,3,"[19717, 19718, 19719]","[19718, 19169, 21521, 43017, 30880, 19167, 21523, 26434, 27895, 19719]",1,1.0,0.2,0.2,0.3333,0.3333,0.6667,1.0,1.0,1.0,1.0,152.99,57.41,3.832,214.24
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q115,data/images/32005.jpg,Accessories,3,"[20029, 20030, 20031]","[23618, 29139, 7289, 24237, 22206, 12447, 14000, 23616, 19515, 6393]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.72,57.81,3.999,211.52
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q116,data/images/48218.jpg,Accessories,5,"[20463, 20464, 20465, 20466, 20467]","[4523, 20463, 41653, 14963, 18991, 4529, 2890, 4522, 25891, 26274]",1,0.0,0.2,0.1,0.0,0.2,0.2,0.0,1.0,1.0,0.5,139.66,50.86,3.671,194.19
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q117,data/images/31819.jpg,Accessories,2,"[20589, 20590]","[21922, 6842, 26036, 7214, 20590, 33225, 21663, 12250, 32982, 8209]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.2,138.78,50.36,3.859,193.0
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q118,data/images/35645.jpg,Footwear,5,"[20622, 20623, 20624, 20625, 20626]","[20623, 22648, 22650, 31411, 402, 705, 8001, 14617, 43536, 28979]",1,1.0,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,154.86,51.63,3.794,210.28
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q119,data/images/58194.jpg,Accessories,4,"[21003, 21004, 21005, 21006]","[1505, 43851, 38403, 7148, 1478, 19572, 23498, 2922, 12005, 23070]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.14,51.52,3.998,197.66
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q120,data/images/45535.jpg,Apparel,1,[21137],"[37021, 1788, 30160, 32642, 33727, 30919, 24601, 10652, 34080, 35791]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.39,52.54,4.692,201.62
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q121,data/images/20015.jpg,Apparel,1,[21210],"[24351, 33481, 19234, 17248, 17247, 7091, 39657, 17011, 30544, 4191]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.72,51.18,3.832,195.73
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q122,data/images/17183.jpg,Apparel,2,"[21565, 21566]","[34421, 21565, 20511, 16111, 11309, 36671, 16047, 32511, 20709, 36339]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.5,141.68,50.8,3.843,196.32
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q123,data/images/19876.jpg,Footwear,1,[22086],"[14047, 38257, 33318, 35810, 15983, 29925, 26642, 22562, 28745, 35090]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.26,51.06,3.669,201.99
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q124,data/images/32228.jpg,Apparel,1,[22598],"[6174, 27250, 12547, 39839, 9460, 22459, 19674, 1599, 10247, 6650]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.73,50.84,3.736,195.32
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q125,data/images/30555.jpg,Accessories,1,[22604],"[197, 5656, 35490, 5649, 39622, 22604, 19623, 19620, 1197, 25255]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1667,136.76,49.77,3.661,190.19
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q126,data/images/7914.jpg,Apparel,1,[22945],"[31974, 41944, 32984, 2157, 43865, 19133, 32395, 34878, 35316, 43161]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.28,49.88,3.668,195.82
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q127,data/images/40929.jpg,Apparel,4,"[22968, 22965, 22966, 22967]","[22967, 22965, 20836, 5531, 5532, 5530, 3386, 6334, 9691, 9690]",2,1.0,0.4,0.2,0.25,0.5,0.5,1.0,1.0,1.0,1.0,146.17,49.27,3.633,199.07
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q128,data/images/50485.jpg,Apparel,3,"[23089, 23090, 23091]","[26629, 41674, 36690, 783, 37053, 23596, 37787, 27341, 23091, 31302]",0,0.0,0.0,0.1,0.0,0.0,0.3333,0.0,0.0,1.0,0.1111,164.37,49.72,3.909,218.0
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q129,data/images/47600.jpg,Footwear,1,[23100],"[4313, 30480, 24090, 40870, 14754, 43313, 9060, 2217, 3664, 8972]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.09,50.92,3.745,203.76
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q130,data/images/24160.jpg,Apparel,1,[23123],"[10505, 15343, 21273, 14765, 35473, 34980, 20937, 39021, 12621, 32646]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.7,50.52,3.584,189.81
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q131,data/images/30907.jpg,Apparel,2,"[23224, 23223]","[6801, 7406, 23223, 15169, 7487, 22159, 18020, 18039, 32435, 35284]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,142.17,49.67,3.655,195.49
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q132,data/images/25871.jpg,Accessories,2,"[23440, 23441]","[11276, 35269, 7594, 1383, 13339, 25446, 35656, 31812, 1102, 24999]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.28,49.99,3.765,197.03
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q133,data/images/26068.jpg,Apparel,1,[23499],"[24119, 20295, 20293, 20292, 9484, 3031, 27213, 12149, 3032, 3029]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.46,50.54,3.864,198.87
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q134,data/images/55825.jpg,Apparel,3,"[23592, 23593, 23591]","[25706, 21267, 28480, 30748, 27854, 7961, 31228, 30986, 19238, 24175]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.34,50.88,3.666,195.89
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q135,data/images/51592.jpg,Apparel,1,[23691],"[28927, 15125, 34631, 26726, 34766, 22360, 27619, 1425, 25040, 17376]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.27,49.99,3.78,189.04
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q136,data/images/59008.jpg,Footwear,2,"[23901, 23902]","[23931, 30208, 12422, 30657, 5132, 7957, 24821, 26159, 34789, 30049]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.96,50.27,3.754,194.98
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q137,data/images/12926.jpg,Footwear,2,"[23924, 23925]","[34367, 5398, 38279, 8517, 418, 26038, 30663, 6023, 20046, 39886]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.35,79.8,3.957,331.1
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q138,data/images/18241.jpg,Apparel,4,"[24128, 24129, 24130, 24131]","[11722, 38663, 35815, 36631, 24129, 26835, 19328, 36348, 19174, 33073]",1,0.0,0.2,0.1,0.0,0.25,0.25,0.0,1.0,1.0,0.2,187.28,64.28,3.976,255.53
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q139,data/images/44791.jpg,Apparel,1,[24171],"[12949, 11561, 25803, 11560, 3986, 13081, 3987, 8878, 31864, 9909]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.67,56.96,4.184,222.81
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q140,data/images/13650.jpg,Footwear,1,[24440],"[30463, 35906, 11297, 26012, 22182, 40260, 42790, 20654, 4091, 22439]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.77,56.04,4.015,225.82
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q141,data/images/56855.jpg,Apparel,1,[24547],"[26896, 25557, 34950, 29774, 3247, 6326, 40082, 25133, 17523, 868]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.98,57.84,4.067,222.89
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q142,data/images/45025.jpg,Accessories,1,[24707],"[27049, 24707, 24106, 43465, 27557, 5, 42306, 23323, 30680, 21181]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,158.19,58.41,3.994,220.59
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q143,data/images/10643.jpg,Apparel,1,[24733],"[24733, 42378, 41268, 9891, 43661, 16203, 28026, 41746, 30437, 30888]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,168.37,62.43,4.12,234.92
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q144,data/images/32511.jpg,Footwear,1,[25214],"[5710, 30003, 38037, 12763, 7844, 122, 11791, 35292, 16819, 43520]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.79,57.35,4.063,218.2
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q145,data/images/25160.jpg,Accessories,1,[25679],"[41004, 14493, 23062, 1760, 23071, 39483, 10106, 41419, 24630, 4648]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.07,62.04,4.048,224.16
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q146,data/images/48752.jpg,Accessories,6,"[25777, 25778, 25779, 25780, 25781, 25782]","[25781, 25780, 25782, 2913, 2911, 3552, 374, 359, 3597, 373]",3,1.0,0.6,0.3,0.1667,0.5,0.5,1.0,1.0,1.0,1.0,165.59,58.32,4.111,228.02
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q147,data/images/58235.jpg,Accessories,2,"[26218, 26219]","[20308, 7277, 21820, 16793, 8291, 25377, 13550, 302, 41256, 24800]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.89,59.69,4.351,222.94
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q148,data/images/13466.jpg,Apparel,2,"[26277, 26278]","[29528, 25561, 15265, 1703, 633, 1704, 29404, 33005, 15669, 28630]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.86,59.11,4.103,231.07
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q149,data/images/13291.jpg,Apparel,1,[26384],"[26384, 43631, 10067, 6551, 6549, 41912, 33620, 28330, 9392, 9624]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,161.93,57.96,3.95,223.84
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q150,data/images/43972.jpg,Personal Care,1,[26423],"[26423, 41987, 14662, 8790, 37923, 41679, 28878, 40074, 44016, 12932]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,186.88,72.28,4.446,263.6
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q151,data/images/50962.jpg,Apparel,3,"[26600, 26598, 26599]","[27504, 16467, 9131, 26599, 1073, 41847, 12701, 11106, 13752, 34767]",1,0.0,0.2,0.1,0.0,0.3333,0.3333,0.0,1.0,1.0,0.25,225.09,66.17,4.243,295.5
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q152,data/images/20818.jpg,Footwear,2,"[26788, 26789]","[4977, 39000, 40915, 30889, 13922, 29686, 9657, 4976, 6593, 2215]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.46,60.72,4.196,250.37
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q153,data/images/30083.jpg,Accessories,1,[26972],"[24803, 5791, 11848, 21962, 21609, 30904, 29809, 31875, 10198, 11110]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.42,61.84,4.221,236.48
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q154,data/images/22559.jpg,Personal Care,1,[27037],"[27037, 43539, 26874, 3308, 9544, 32683, 27137, 25047, 43106, 36815]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,164.44,73.98,4.531,242.96
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q155,data/images/46529.jpg,Accessories,1,[27283],"[4599, 37514, 2577, 7177, 13614, 12978, 27728, 5544, 28125, 31245]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.89,62.62,4.093,234.6
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q156,data/images/51288.jpg,Accessories,1,[27523],"[27523, 15587, 11485, 10342, 2018, 14987, 11257, 27028, 4167, 20467]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.81,58.66,4.156,226.63
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q157,data/images/27839.jpg,Accessories,1,[27621],"[14195, 18767, 3070, 22290, 3074, 39317, 4874, 27286, 35824, 2357]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.41,58.93,4.379,231.72
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q158,data/images/13890.jpg,Apparel,1,[28534],"[36211, 14603, 36820, 33408, 43519, 31832, 15112, 24212, 27736, 28949]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.73,60.07,4.038,237.84
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q159,data/images/11161.jpg,Apparel,1,[28681],"[28681, 18378, 37949, 15075, 7227, 40520, 15631, 42806, 8435, 32781]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,199.39,135.79,4.33,339.5
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q160,data/images/40198.jpg,Apparel,1,[28706],"[2248, 25641, 32903, 28706, 26252, 6069, 7783, 12339, 43095, 21258]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,239.77,101.86,4.518,346.15
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q161,data/images/30756.jpg,Apparel,1,[28810],"[34693, 23095, 23333, 37480, 15570, 37120, 18000, 36973, 36853, 39517]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.06,60.43,4.175,281.67
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q162,data/images/52828.jpg,Accessories,2,"[28835, 28836]","[39155, 11381, 2799, 22750, 2840, 33366, 25501, 2841, 14882, 8635]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.42,59.52,4.062,232.0
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q163,data/images/41993.jpg,Apparel,2,"[28988, 28989]","[28989, 28988, 9431, 668, 40676, 7641, 30713, 30712, 24271, 1013]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,169.13,61.57,4.157,234.86
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q164,data/images/52121.jpg,Apparel,1,[29030],"[29030, 9957, 33501, 33500, 33499, 24281, 24278, 14098, 14097, 14096]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159.64,59.6,4.112,223.35
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q165,data/images/32970.jpg,Apparel,2,"[29100, 29101]","[791, 8987, 42819, 29100, 31824, 37624, 15314, 38776, 12549, 41988]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.25,164.49,58.31,4.408,227.2
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q166,data/images/13447.jpg,Apparel,1,[29224],"[8810, 42908, 29321, 41060, 22009, 30129, 1316, 910, 27345, 16574]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.71,61.95,4.138,227.8
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q167,data/images/11927.jpg,Footwear,1,[29504],"[42437, 14254, 30598, 29468, 12674, 31777, 19247, 9846, 31600, 32632]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.31,59.43,4.29,228.02
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q168,data/images/22104.jpg,Footwear,1,[29518],"[9669, 16631, 30438, 4003, 19988, 23699, 2551, 29566, 32849, 25167]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.47,57.26,4.455,243.19
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q169,data/images/44123.jpg,Personal Care,1,[29655],"[29655, 42056, 24858, 20397, 23293, 20010, 39299, 37540, 29377, 15940]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,205.49,56.8,4.336,266.63
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q170,data/images/28097.jpg,Apparel,1,[29879],"[8761, 29879, 9331, 42107, 3195, 22877, 32802, 29946, 32788, 32347]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,195.87,61.22,4.198,261.29
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q171,data/images/57907.jpg,Accessories,1,[29914],"[29914, 22206, 30990, 18966, 25008, 40430, 23618, 22221, 43177, 5834]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,175.51,59.09,4.357,238.96
ResNet + reranking — clean test,ResNet-50,True,clean,clean,test_q172,data/images/58517.jpg,Apparel,1,[29934],"[40292, 32179, 6222, 26914, 36753, 10555, 31701, 20352, 31452, 27575]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.18,59.76,4.206,225.15
